screen_name	name	id	location	followers_count	friends_count	description
ttownsend130	Terry Townsend	1497667984256651267		3	108	I am special because there is no one else quite like me!
ItDoBeAlexa	alexa	1067146641008922625	in a galaxy far, far away	80	304	a little bit of everything, all of the time
rosxx1	idk	2732492187	Chicago, IL	128	483	• BLM • gorilla ☼ grip ☽ coochie ↑ • HTX
p53966733	p	1256967857679880193		7	92	
__magikarp	magikarp	1499812538426531848		1	63	Me gusta leer, harry potter Nirvana y motley crue ♡
VintageKCFan	Hodge Podge	1297943394669301760	KCMO born nomad	20	46	Lifelong fan of the Chiefs, true equality & The Golden Rule. Defender of the environment, animals & democracy. #Chiefs #Royals #TheHumanRace #ScienceIsReal
MagpieDesignsVT	MagpieDesignsByVMT	1389394623618031618	Dover, N.H.	513	1389	Hand-poured awesomeness 🌛🌝🌜| 🇪🇸 🇮🇹 🏴󠁧󠁢󠁥󠁮󠁧󠁿
scrubsqueen	Nurse Carla🌵🇺🇸🇲🇽	716823673978634240	VIEWS ARE MY OWN	22332	9266	RN.BSN| @ASU_Alumni☀️| Liberal Democrat| Human Rights Activist| U.S. Navy Veteran Wife| Boy Mom| Science is my jam!| #HealthEquity #VOTE
127Juhlin	jaelinn	1396256080821309440		16	120	I told myself not to get this app
Egos_en_Fuga	Dr. Sigmund Ego	229935094	En otro sitio	773	1497	Una mirada compasiva (y no tanto) sobre las diversas manifestaciones de los Egos heridos...
hollowsleeps	dafina	827465459213668352		12	354	
brujababay	.	1449758711535136770		0	51	
NetoDarozzi	Pedro Darozzi Neto	1502746300315488258		0	2	Perseverança
IsahoeZach	penguin	1282809292773621765		11	92	he/they
Melissa0numbers	Melissa	1174007678193958912	USA 	1351	2012	Mom, Former healthcare worker. Cat owner. Gratefully Vaccinated! NO DM’S! Also Atheist.
Dstbnepradize	Virginia Burkhardt	422307340	USA	1	75	Dedicated Arctophile. Music lover. Collector of bears, seashells, vintage troll dolls, & kaleidoscopes. Fan of Alan Rickman 🌹& Emma Thompson🌹
My_Margot_O	Margot	1501680463831781380	Chicago	358	733	Welcome to my dreamworld 💫 Petite pixie girlfriend 🦋 Booking for March and April 🌸 Chicago & FMTY ✈️ cashapp $margotk517 Venmo @margot-o 🤑
Shandool1	Shandool	1501740903161118728		2	35	
Em_Cole3	Emily	2369924709	Chicago, IL	668	630	
KaseyGracey1	Kasey Gracey	1145507920735608832	Galway, Ireland	2	64	
LouisGo60781655	Louis Gomez	1501758630298750984		0	6	Commercial Artist
lynn_r_b	lynnrenea	1249731090614562821		24	346	🤍🤍
bootyghoulruu	🦇🕸🎃rylee🎃🕸🦇	1078026021151166475	Rhode Island, USA	0	285	master of boo bitchcraft. she/her
riiskiiaarvo	AR	1105122747758333955		13	462	be kind rewind
takeitexsyyy	🦪🇧🇩	1167006765260660736		115	418	she/her 18
Im_jane65	Jane	984607500539387904	Dapto, Wollongong	4	372	
Skullymac2	Macc	1033377664848015360		355	2747	Humble & Gangsta clothing line loading . Hebrew love. Long Live Spud ,Young Blocc, BG Tesi, Twin Gotti, Ace,Major 🙏🏿
junhyungcutepie	준형의 남자친구	1079415666333999104		41	151	-he/him -ult bias: son junhyung ♡
Inallhonesty10	Inallhonesty	1225906866527535104	Earth🌎	6064	6092	I am always 29 and think America lost its mind during 2016 election. Beliefs: truth, coffee, POTUS who can spell. #resist #BLM #Biden2020 #FBR #obamawasbetter
reiner_thor	Reiner Thor	767342498167427072	Berlin	162	330	Gastronom
JulieJlalbert77	Julie Albert	3304834215	Florida, USA	11	176	Live, Love, Laugh
MattWitkowski13	Matt Witkowski	1347722193753538561		8	31	Metaphysician of Memetic Epidemiology & Psychodynamics
mvmaganzini	mvm	84465476	Boston, MA	211	634	♊︎ ⊿ she/her
Coourrrtt	Courtney	1688980350		312	131	
AliceCh82598731	Alice Chavez	1502385613026127872		7	149	I am old
TomKirkcvn	Tom Kirk	1434805073549221888		0	33	
CynthiaBelt5	Cynthia Belt	864645551412973570		48	80	
jane07hadley	Jane Hadley	2495890093		41	859	works for Nhs
caelinroodt	ccaaeelliiinn	352556275	Durban, South Africa	76	514	Just trying to stay hydrated really.
MrsCrook	Jody M. Grenier 🇺🇸🇺🇦	1390226071		42	181	
dawglovers	Matty I’m Tired Daddy	3444061033	Southern IL - not Chicago	919	2286	Just trying to survive #DownSyndromeDad #ASL #Salukis Proud Band Geek he / him Proud Ally 🏳️‍🌈🏳️‍⚧️
Good_Person_111	I stand with Ukraine 🇺🇦	1040097022307651589	Illinois, USA	38	111	Stand with Ukraine 🇺🇦 Dan’s wife 🥰 Mollie’s mom, Love dogs 🐶 Infinite Way Student, Democrat, Support BLM, LGBTQ, Immigration, 🗽, Equality
macphatdaddy	Charles Kelsey	1492911158596145154		8	17	I'm just a simple man making my way through life. Like my father before me.
TomMolinaro3	Tom Molinaro	1398054727670112256	Herriman, UT	6	275	
mcbuck46	William G Mcdonald	885664819		17	201	
PGalltwin2	Pam Gallagher	1954817822		60	396	
Jchaneyvegas	Jeffrey Chaney	2180513238	Lisbon, Portugal	163	2584	Writer, Producer, Retired Actor, Retired Cop. Baltimore native. 🏳️‍🌈 Sarcasm is my specialty. Love Travel, Cartography, and History.
aprizedpozeshun	JL	1123382252635922433		22	1265	Seeker of ☮️. Lover of humanity. Loves Doxies. We all have a story. You are loved. Love’s in need of love today.❤️
dst6n01	Miah	2928858513	Somewhere with a book & a pen	15585	6299	"If you wanna fly, you got to give up the shit that weighs you down," #ToniMorrison Me? Director of Literacy, NWEA
kingdootdoot	Zorak's cold hands	1207358602505269249		45	760	Gotta warm em up
Jessalynn18	Jess	458010216		332	425	
MissSashmo	MissSashmo 🌻💙💛	1536327554		26	331	
SheepSupremacy	Pastry Cookie Stan	1396607661941080070	Deez nuts	124	589	Sheep! // he/they/nor/sol // #JERRYTWT - #BELYFLOPTWT // dms always open/appreciated! // read carrd before following
Sals94512072	Sals	1319847375909912576		0	22	
DonnaCrist5	Donna Crist	897820525824573440		13	1162	
6thspicegirI	🇪🇷🌶👧🏾	1063898980617252869	spice world	23	858	official account for the often forgotten sixth spice girls member, berbere. tweets do not represent the group.
cat_fergus	Fergus the cat	1486965207171743746		13	338	I hate all other cats, which makes my human roommate sad
MeffeSofia	sof	3720912136		15	91	
love68330994	love	1502732910113304583		0	104	
theuglypauper	Richard Lester	2430410149	New Holland, Ohio	3151	3103	Strongly believe everyone deserves the same opportunities and privileges to be happy, healthy, and a successful person. #Resist
motherlove07	E_emmanial	1480778492929196032	Andhra Pradesh, India	104	310	friends please need your support, my mom needs treat and regular medication course until she recovers, please donate for my mom's health 🙏🏻
carolynedavis	Carolyn Elizabeth Davis	30159211	NYC	386	577	Journalist | Writer | Editor | @HollywoodLife @usweekly @people @mtvnews | Photographer | Yoga Therapist (RYT500, IAYT pending) RTs ≠ endorsements
paularadine	Radine Lucero	829870889839648768	Colorado, USA	18	569	
ricksenra	Ricardo Senra	34359439	London, England	22939	1678	Journalist @BBCWorld. Formerly @BBCBrasil in Sao Paulo, Washington DC and London. Ex-@Folha. he/his.
Mike281mike	Mike Schauer	441050172	Chicago, IL	1935	3226	LU281 union activist Chicago,no DM’s! atheist #MeTooSurvivor,HC 4 all anti-fascist.human rights 4 all🌈 grandkids my best https://t.co/6lLwiHtSl0,referee all sports
DebraStuff	Debra Steinmann	1657640551		16	249	
patriciamulrea1	patricia mulreany	1467461658637479936		5	264	
crystalinak79	Crystal Hernandez	1502733302352031747		2	88	
dayanis_033	Dayanis Briceño	1502426875058135048		9	214	♡
BrendaMcCorry1	Brenda McCorry	320950703		20	145	
six0sicko	^____^	1495122673059438594		1	21	
FeltSeashell	felt seashell	1493074650531831812		1	35	
sabrinasemolina	sabs	2245123042	new york	251	77	girlboss ☉ ♏︎ ☾ ♓︎ ↑ ♉︎
jadegimli	Jade	3229173801	England	29	205	Snowboarding & Dogs ❄️ Instagram @jadee_white
kellypvanv	Kelly Van Valkenburg	23126040	Brooklyn, NY	549	544	I manage to laugh.
k_orangutang	Kevin Russell	1657884343	Canada	56	323	
Dragana14496529	Dragana	1439351790370177026		1	95	
browneyed710	Paula Manzo	1502727691996385281		0	24	
CocoRizk	Coco	303200768	New Zealand	2	108	Australian living in New Zealand. Kia Kaha
_anniewatson_	Annie Watson	758143818923290624	Upper Arlington, OH	125	158	I never thought I'd actually get a twitter.
cityafreaks	novice conjurer🇺🇸🤝🇻🇪🥂	739124942420217860	The bag	4130	1196	stream ELO
Sarah25Boussi	Sarah25	878738488061042689		0	262	😀
jambone34	jambone34	1222614961412661248		1705	4259	jailed by Twitter again. @jimmieinnes waiting for cake with a hairpin inside. teammolly
TheAlwynns	TheAlwynns	1254912194162110464	Australia to US 	19	660	Bek & Todd Alwynn+ Mask up or you're an idiot. RN, BWMC.
Sim_Simp	Simcha	1248221570767532035		55	1270	
Sadpineapple99	SadPineapple	1502732171211337728	Sydney, New South Wales	0	34	
AlyssaLassey	AlyssaKaye	429498738	Michigan, USA	529	1020	BGSU Grad. Certified & Licensed Athletic Trainer.
bethanmack	Bethan Mack	20267795	Bristol	1029	2620	Welsh girl. I love wine, oolong tea, and great food. I work with agile teams, and am a fair weather scuba diver. Views are my own etc. Pronouns: she/her
laviniabcn	Laviniabcn	2914776958		3	99	
bluemoonquartz	🥀	1145821502354448384	she/her 22	1	369	only for retweeting
lu_normal	Foucault Hila	3367338041		9	546	he/him
doughboiycloset	yuurp	1251642385047699457		8	287	Its always sunny in philadelphia
iamtechnosapien	Alec Stenerson	1061090685015724032	Illinois, USA	39	311	they/them • creative technologist • i make things
rowesquartz	max/rowes	1338897192237428736	your nightmares	68	229	18+ only • they/them 🏳️‍⚧️ • 25 • anti-binary drag artist (on break) • in my c*nt era
NicholasPK927	Nicholas PK	1498818690514501632		26	424	Proud member of the mighty union movement - Melbourne, Australia. This is my private account where I post my own views, not my employer's
HagarKarni	Hagar Karni	1255968601930174464	רכבת בנימינה	74	246	עורכת חדשות ומגישה @N12News • הוגת שיטת אחמד™ - אכול חצי מכל דבר
BrendanHoar	🌊 Brendan Hoar 🌊	1975460707		380	4170	Don’t pull up the ladder behind you. He/Him.
mkbowyer	mk	33746146	Vancouver, British Columbia	2956	516	radio gal. middays on @cfoxvan & sometimes @the_edge. probably thinking about cats right now
divinefemme777	KC	1562637511	Austin, TX	838	1494	Singer/ Songwriter ll Music Producer/ Engineer💫 IG: k.cmusicofficial Email: Kchambersofficial@yahoo.com
C_Philip_E	C Philip E	1502728682376507397		0	130	
Atty2Jj	JJ *StandWithUkraine* 🇺🇦🇺🇸🇺🇦	1315338298114498560		33	490	I'm an attorney, political junkie, and consultant. Descendant of Ukraine! Pro peace.
LORDESOFLORDES	✞	1065725788257959936		36	85	
SweetCaroline2	Asha Caroline	19486909	DC & elsewhere	303	1201	I am Hope. Multimedia Writer/Producer/Editor. Paid my dues @NBC/@CNBC/@CNN/@NPR & @BBN. ❤️ NYC & LA. Music + style explorer.
Starin50s	SARAH	3185954281	Gotham City	407	255	I'm kitty and he's my batty.
EllenPepper95	Ellen Harrison	229988830		119	372	PhD student at University of Cambridge Plant Science department
nljga1	gigi🏳️‍⚧️	1099778842372251648		53	288	zij/haar
myrofvnlltwn	Madeline Ames	1501293991630880778		1	60	
AngelaAstudil15	Angela Astudillo	1502729462370209796		0	1	I think to hard and worry way to much. I want love and peace in the world, but everyday we seem to get further away from it.
BNBuzz	Barnes & Noble	32166535	New York, NY	272579	2030	You are what you read. (For Customer Service, please contact @BN_care. Instagram/Facebook/YouTube: barnesandnoble 📚)
GRDNBABY	matza	1070551669992288256	in a dark night of the soul	19	199	20 ☁️ she/her ☁️ big nerd, like,,, major ☁️
wafflesfor_	saucy	1551710502		263	169	just a mix of a bunch of things I like and follow. mostly retweets
Ioverthesong	beth	2663928969	london	180	169	at least I’m trying
__emm72__	emilyyy	1474630646182162436		5	74	:))
beaglesandmore	Chris	769528309939965952	Florida, USA	25	207	
scdizzleswizzle	sophia |crying over: complete mess|	1259588639065022464	she/her	53	188	16| tpwk | pretty much just a 5sos stan acc but T swizzle and 1D shows up now and then
dvnlvn	devon	611252223		169	141	
agnes_soderberg	agnes	123322025	Sverige	48	63	
tonytay86471981	tony taylor	1317218682943229952		0	9	
FrancoRamos	Franco Ramos	30453141		2514	781	fAAther, when can I leEeave to be on my ooOOohwwwnnn?? 💅🏼 (mr/he/him) IG, Tiktok, Kumu: sockcollection ✨
AliJBrent	Ali	938646385		8	361	
kyle12343	JANET DAY	120133554	Ormond Beach Fl	3	9	
pranaya2021	On a wednesday,in a cafe 🧣	1475474789829537792		22	170	turn the radio on listening to a pop song✨
AnushaSavi	Anusha Savi	1295607319401656320	Danville, CA	18	47	🎙independent alt r&b/pop artist 🧠realistic idealist ☀️tamil indian american ✊🏾All BLM 🌾I Stand With Farmers - listen to my new song 𝓑𝓵𝓾𝓮 𝓢𝓴𝓲𝓮𝓼⬇️
shelbyannburke	Shelby Ann Burke	939566873145937920		273	1198	living for the hope of it all
Bravegirl8	Bravegirl	524844125	In the land of lost souls	60	274	
thereal_nkg	Nakia💫	739870687817392129	Miami, FL	835	1244	Quiet but Never Timid| Enjoy my world/love of sports, music and living life to the fullest. 💯🙏🏾
lovethis420	Music is My Life...	2315837733	NY	261	1272	mom, wife, registered dem. no dms please. she/her
PJ1776USA	Pamela Thompson	1486860193694580736		1	51	Irritated at Washington State leadership
mommy__vlog	wong kar waifu	25952316	online	713	1040	video grrrl / rhymes w messily
AnneNelms	Anne Nelms	416671877		7	340	
GalatiGrace	grace galati	1475092312464240641		0	23	Working on retiring, foodie, dog lover
LouieRamrod	Louie Ramrod	1245391562936180736	Long Beach, CA	113	193	I am my husband’s Husband and my children’s Daddy. Twitter is how I express my views. Mr. Long Beach Leather 2018 ❤️🖤💙#MrLBL2018
camille_seghers	camille	856227127297015808	Ocean Springs, MS	146	160	😸 🌈 👛 💌 🦋 🍄 🐆 ☁️ 🍒 🦦
rosa_v_campbell	Rosa Valerie Campbell	1083920059	London/Cambridge	754	1636	studies for a PhD on the global history of Women's Liberation @Cambridge_Uni. editorial fellow at @HistoryWO. rep'd by @spinningkates. enthusiastic & feminist.
kathill1953	kathy hiltz	33184768		9	40	
KramerValerie	Valerie	473153529	Austin, TX	314	2713	proud mom, grandmother, & Democrat. Activist & volunteer. Don’t let others define you. she/her https://t.co/B4CdoiOumn https://t.co/RsevMEmmGH
ornellanicole98	Orne 💜	1331322830592634880	Lomas de Zamora, Argentina	90	437	no sé que poner
billholdma	Democracy	872643608		2	5	
telewyre	Dyl 🤖	1243318966199541760	 Endor	560	830	dylan | he/him | 22 | 🏳️‍🌈 | ASD | 🌿 | YEG |
SophiaRochaG	carmela	735304382		185	169	I think about jeremy strong 24/7
ExpPlc	PlcExp	1013938957959290881		3	137	
amylouvoodoo	Amy Lou	2391532237	Oso	2433	3141	Professional Cat Herder / Emergency Program Manager / Former Trail Planner / PNW life ✌🌲🏔 / Never filtered / East Coast Transplant - O's and Poe 🧡🖤 she/her
k444111111	kai	878799496280453121	they/them	25	133	
JulieBowles15	Julie Bowles	942569900949868544	United States	108	237	She/her. B.L.M. Social media dominatrix. Not sure it’s true, but I like the sound of it. I don’t check messages.
GlendonFrank01	Glendon Frank	1435743033711120386		722	1946	Amelia Island, FL •. Music • Architecture • Art • Progressive Democratic 😺🏳️‍🌈 No DMs
eoin_mcelligott	𝔼𝕠𝕚𝕟 𝕄𝕔𝔼𝕝𝕝𝕚𝕘𝕠𝕥𝕥 𓆉︎	1195732860486987776	Kerry, Ireland/Chiarraí, Éire	18	198	UNHRC-Australian (Penguin) Delegate
Limona132	Limona13	1284792029373964288		53	285	
epmessina	Ernest Messina	587139261	Rochester, NY	15	220	Father, Writer, Musician, Naturalist, Rational Humanist, Liberal.
Voidstra	Void	1363310228	third circle of hell	19	811	27 | she/her
missholllaaayy	Holly	4411186573		48	489	the tweets and re-tweets expressed are my views only.
lydiaxway	lydiaxway	1218204276096413696	NEW YORK • SHE/HER	147	562	my chemicaw womance (commonwy abbweviated mcr ow showtened to my chem) is an amewican wock band fwom newawk, new jewsey.
YSLT0XlC	𓆩 𔘓 𓆪	1394828386401464322		12	67	break up with your girlfriend, i'm bored
pamelaaa_garcia	Pamela 🌙	1157484729559670784		265	262	chthonic deity / tengo ojos grandes pq soy un personaje de tim burton / xntj / 🌒🌕🌘
shevacado	shev	794991597272387584	d(m)v	204	571	georgetown '24
steve_madwin	Steven Madwin	41237262	Fremont, CA	108	788	Tonight, we are all Ukrainian 🇺🇦
JC_Reich	John Reichel	921378704462401536	Brewerton, NY	29	117	If you don't care where you are, then you ain't lost.
alliegomez43	Allie	1256704885241888769		48	70	(any pronouns)
JoyceTurner295	Joyce Turner	529361416	Davie/Fort Lauderdale, Florida	67	222	3 fur babies 🐕 🐾 From: Westville,NJ. Cruise lover and traveler🍹⚓️🏝Retired insurance investigator. Elvis, ETA’s, Rock ‘n roll, doo Wop, former artist Mgr.
__rhii__	⛧Rhisus Christ⛧	1329778999		1209	2233	from whence a came
trackmurph	ᴍᴜʀᴘʜ ☘️	2447761153	 library/gym 🪐	2854	1467	bigger goal, bigger setbacks; stay resilient #Neuroscience #GoDucks #1500m
SamPool4427	Samuel pool	984436331253239809		47	328	
sincerelyslippy	Landon	336351835	Kansas City, MO	160	174	Too loud, too funny, too much. @LandonSlipke
songsfornikola	johnny	1502717352575651840		6	318	books, movies, music, nature & TV shows. OG Sweetee since '12 thanks to YouTube recommending 'This Feeling' on my homepage ♥️
bbcradioblue	blue	1565000108	she/her	229	229	22 lesbian with cute cat privilege
Moot31004537	Moot	1313536943129538560	North Carolina, USA	0	20	
